GENERAL INPUT VALUES, (VALUE NAME NOTES),
213,ClanLevel,
2500,StartStage,
4000,StageCap,(Max=5000)
4000,HeroLevelCap,
5,TapsPerSec,
,,
ACTIVE SKILL LEVELS, (LEVEL NAME ACTIVATED),  
0,HeavenlyStrike,  
1,CriticalStrike,  
1,HandOfMidas,  
0,FireSword,
1,WarCry,1
0,ShadowClone,  
,,
EQUIPMENT MULTIPLIERS, (MULTIPLIER TYPE EQUIPPED),
90,AllDamage, 
313,AllHeroDamage,1
153,CritDamage,
246,MeleeDamage,
75,SpellDamage,1
86,RangedDamage,
41,AllGold,1
65,ChestGold,
14,CritChance,1
0.41,TitanHP,
15,ChestChance,
100,PetDamage,1
86,TapDamage,
,,
PET LEVELS, (LEVEL NAME ACTIVE),
38,Nova,
47,Toto,
38,Cerberus,
35,Mousy,
56,Harker,
45,Bubbles,
35,Demos,
42,Tempest,
35,Basky,
47,Scraps,
30,Zero,1
45,Polly,
27,Hamy,
41,Phobos,
62,Fluffers,
38,Kit,
,,
ARTIFACT LEVELS, (LEVEL NAME),
52,Heroic Shield,
52,Stone of the Valrunes,
20,Axe of Muerte,
0,Invader's Shield,
57,Elixir of Eden,
0,Parchment of Foresight,
72,Laborer's Pendant,
35,Bringer of Ragnarok,
23,Titan's Mask,
30,Swamp Gauntlet,
0,Forbidden Scroll,
30,Aegis,
30,Ring of Fealty,
0,Glacial Axe,
0,Egg of Fortune,
45,Chest of Contentment,
50,Book of Prophecy,
21,Divine Chalice,
46,Book of Shadows,
0,Staff of Radiance,
50,Hero's Blade,
50,Helmet of Madness,
50,Lethe Water,
55,Amethyst Staff,
39,Heavenly Sword,
80,Drunken Hammer,
50,Divine Retribution,
84,Fruit of Eden,
84,The Sword of Storms,
84,Charm of the Ancient,
72,Blade of Damocles,
64,Furies Bow,
0,Infinity Pendulum,
30,The Arcana Cloak,
26,Hunter's Ointment,
11,Glove of Kuma,
12,Oak Staff,
0,Titan Spear,
,,
SKILL TREE LEVELS, (LEVEL NAME),
1,Pet:LightningBurst, 
1,Pet:FlashZip,
0,Pet:HOM,
0,UltraHeroes,
0,MightyPower,
0,FairyLand,
0,Time Distortion,
0,Summon Help,
0,Unused,
0,Unused,
0,OfflineGold,
3,Melee:StrongerArms,
3,Spell:HyperMagic,
3,Ranged:PinPointAccuracy,
7,PetEvolution,
8,IntimidatingPresence,
1,Splash:ExtendedReach,
0,SilentMarch,
0,TitanFamily,
0,Pet:Stealth,
0,Unused,
1,MagicFusion,
1,FlameTouch,
1,ManaRegen:MagicWell,
0,ManaCap:ManaLimitBreak,
1,HeroicMight,
1,MidasUltimate,
0,ManaSiphon,
1,LightningStrike,
1,ShadowClone,
1,ManniMana,
,,
HERO WEAPON LEVELS, (LEVEL NAME),
1,Maya Muerta the Watcher,
1,Zato the Blind Staff Master,
1,Sophia: Champion of Swords,
1,Lance: Knight of Cobalt Steel,
1,Pingo of the Tori,
1,Rosabella Bonnie Archer,
1,Gulbrand the Destroyer,
1,Captain Davey Cannon,
1,Rhys Mage of Order Evetga,
1,Kronus: Bringer of Judgement,
1,Cosette: Jewel of House Sabre,
1,Kiki the Dragon Rider,
1,Maddie: Shadow Thief,
1,Beany Sprout the 1st,
1,Sawyer the Wild Gunslinger,
1,Lil\' Ursa,
1,Saje the Garden Keeper,
1,Wally Wat the Magician,
1,Jayce the Ruthless Cutter,
1,The Great Pharaoh,
1,Boomoh Doctor,
1,Dex-1000,
1,The Great Madame Cass,
1,Lala Quickshot,
1,Aya the Lightning Violet,
1,Lady Lucy the Night Caster,
1,Jazz Rockerfellow,
1,Maple the Autumn Guardian,
1,Kin the Puffy Beast,
1,Princess Titania of Fay,
1,Miki the Graceful Dancer,
1,Mina the Priestess of Light,
1,Yzafa the Fearsome Bandit,
1,Zolom Blaster: Space Hunter,
0,Finn the Funny Guard,
0,Nohni the Spearit,
0,Damon of the Darkness,        
,,
