GENERAL INPUT VALUES, (VALUE NAME NOTES),
91,ClanLevel,
150,StartStage,
5000,StageCap,(Max=5500)
4000,HeroLevelCap,
10,TapsPerSec,(Max=20. This is the same as TapsVsClanBoss/30)
,,
ACTIVE SKILL LEVELS, (LEVEL NAME ACTIVATED),
0,HeavenlyStrike,
0,CriticalStrike,
15,HandOfMidas,1
0,FireSword,
15,WarCry,1
0,ShadowClone,
,,
EQUIPMENT MULTIPLIERS, (MULTIPLIER TYPE EQUIPPED),
0,AllDamage, 
80,AllHeroDamage,1
0,CritDamage,
44,MeleeDamage,
101,SpellDamage,1
18,RangedDamage,
5.55,AllGold,1
61,ChestGold,
7.55,CritChance,
0.74,TitanHP,1
0,ChestChance,
15,PetDamage,1
0,TapDamage,
,,
PET LEVELS, (LEVEL NAME ACTIVE),
36,Nova,
34,Toto,
24,Cerberus,
27,Mousy,
16,Harker,
37,Bubbles,
25,Demos,
31,Tempest,
21,Basky,
20,Scraps,1
20,Zero,
25,Polly,
20,Hamy,
25,Phobos,
30,Fluffers,
18,Kit,1\
,,
ARTIFACT LEVELS, (LEVEL NAME),
55,Heroic Shield,
0,Stone of the Valrunes,
0,Axe of Muerte,
20,Invader's Shield,
10,Elixir of Eden,
0,Parchment of Foresight,
45,Laborer's Pendant,
0,Bringer of Ragnarok,
10,Titan's Mask,
10,Swamp Gauntlet,
0,Forbidden Scroll,
0,Aegis,
15,Ring of Fealty,
25,Glacial Axe,
5,Egg of Fortune,
12,Chest of Contentment,
30,Book of Prophecy,
18,Divine Chalice,
43,Book of Shadows,
0,Staff of Radiance,
40,Hero's Blade,
0,Helmet of Madness,
0,Lethe Water,
22,Amethyst Staff,
0,Heavenly Sword,
20,Drunken Hammer,
20,Divine Retribution,
45,Fruit of Eden,
50,The Sword of Storms,
40,Charm of the Ancient,
50,Blade of Damocles,
25,Furies Bow,
5,Infinity Pendulum,
10,The Arcana Cloak,
0,Hunter's Ointment,
5,Glove of Kuma,
0,Oak Staff,
5,Titan Spear,
,,
SKILL TREE LEVELS, (LEVEL NAME),
1,Pet:LightningBurst, 
1,Pet:FlashZip,
0,Pet:HOM,
0,UltraHeroes,
0,MightyPower,
0,FairyLand,
0,Time Distortion,
0,Summon Help,
5,Unused,
0,Unused,
1,OfflineGold,
2,Melee:StrongerArms,
2,Spell:HyperMagic,
2,Ranged:PinPointAccuracy,
1,PetEvolution,
8,IntimidatingPresence,
0,Splash:ExtendedReach,
0,SilentMarch,
0,TitanFamily,
0,Pet:Stealth,
0,Unused,
0,MagicFusion,
0,FlameTouch,
0,ManaRegen:MagicWell,
0,ManaCap:ManaLimitBreak,
0,HeroicMight,
0,MidasUltimate,
0,ManaSiphon,
0,LightningStrike,
0,ShadowClone,
0,ManniMana,
,,
HERO WEAPON LEVELS, (LEVEL NAME),
1,Maya Muerta the Watcher,
0,Zato the Blind Staff Master,
0,Sophia: Champion of Swords,
0,Lance: Knight of Cobalt Steel,
1,Pingo of the Tori,
0,Rosabella Bonnie Archer,
1,Gulbrand the Destroyer,
1,Captain Davey Cannon,
0,Rhys Mage of Order Evetga,
0,Kronus: Bringer of Judgement,
0,Cosette: Jewel of House Sabre,
1,Kiki the Dragon Rider,
0,Maddie: Shadow Thief,
1,Beany Sprout the 1st,
1,Sawyer the Wild Gunslinger,
0,Lil\' Ursa,
1,Saje the Garden Keeper,
1,Wally Wat the Magician,
0,Jayce the Ruthless Cutter,
0,The Great Pharaoh,
1,Boomoh Doctor,
0,Dex-1000,
1,The Great Madame Cass,
0,Lala Quickshot,
0,Aya the Lightning Violet,
1,Lady Lucy the Night Caster,
0,Jazz Rockerfellow,
1,Maple the Autumn Guardian,
0,Kin the Puffy Beast,
1,Princess Titania of Fay,
0,Miki the Graceful Dancer,
0,Mina the Priestess of Light,
1,Yzafa the Fearsome Bandit,
0,Zolom Blaster: Space Hunter,
0,Finn the Funny Guard,
1,Nohni the Spearit,
0,Damon of the Darkness,
,,
