GENERAL INPUT VALUES, (VALUE NAME NOTES), 
469,ClanLevel,
2000,StartStage,
3501,StageCap,(Max=5000)
4000,HeroLevelCap,
20,TapsPerSec,
50,ClanSize,
,,
ACTIVE SKILL LEVELS, (LEVEL NAME ACTIVE),
0,HeavenlyStrike,
15,CriticalStrike,ACTIVE
15,HandOfMidas,ACTIVE
0,FireSword,
15,WarCry,ACTIVE
0,ShadowClone,
,,
EQUIPMENT MULTIPLIERS, (MULTIPLIER TYPE EQUIPPED),
1030,AllHeroDamage,1
579,MeleeDamage,1
363,AllGold,1
0.55,TitanHP,1
297,PetDamage,1
,,
PET LEVELS, (LEVEL NAME ACTIVE),
58,Nova,
66,Toto,
56,Cerberus,
41,Mousy,
43,Harker,
56,Bubbles,
49,Demos,
51,Tempest,
49,Basky,1
47,Scraps,
34,Zero,
46,Polly,
55,Hamy,
46,Phobos,
66,Fluffers,
57,Kit,
,,
ARTIFACT LEVELS, (LEVEL NAME),
200,Heroic Shield,
100,Stone of the Valrunes,
20,Axe of Muerte,
20,Invader's Shield,
150,Elixir of Eden,
300,Parchment of Foresight,
220,Laborer's Pendant,
150,Bringer of Ragnarok,
150,Titan's Mask,
30,Swamp Gauntlet,
30,Forbidden Scroll,
30,Aegis,
30,Ring of Fealty,
30,Glacial Axe,
10,Egg of Fortune,
70,Chest of Contentment,
100,Book of Prophecy,
50,Divine Chalice,
141,Book of Shadows,
25,Staff of Radiance,
150,Hero's Blade,
150,Helmet of Madness,
200,Lethe Water,
120,Amethyst Staff,
142,Heavenly Sword,
140,Drunken Hammer,
100,Divine Retribution,
300,Fruit of Eden,
150,The Sword of Storms,
150,Charm of the Ancient,
300,Blade of Damocles,
130,Furies Bow,
20,Infinity Pendulum,
35,The Arcana Cloak,
30,Hunter's Ointment,
20,Glove of Kuma,
30,Oak Staff,
35,Titan Spear,
,,
SKILL TREE LEVELS, (LEVEL NAME),
1,Pet:LightningBurst,
1,Pet:FlashZip,
0,Pet:HOM,
0,UltraHeroes,
0,MightyPower,
0,FairyLand,
0,Time Distortion,
0,Summon Help,
0,Unused,
0,Unused,
1,OfflineGold,
2,Melee:StrongerArms,
0,Spell:HyperMagic,
0,Ranged:PinPointAccuracy,
2,PetEvolution,
14,IntimidatingPresence,
0,Splash:ExtendedReach,
0,SilentMarch,
0,TitanFamily,
0,Pet:Stealth,
0,Unused,
0,MagicFusion,
0,FlameTouch,
0,ManaRegen:MagicWell,
0,ManaCap:ManaLimitBreak,
0,HeroicMight,
0,MidasUltimate,
0,ManaSiphon,
0,LightningStrike,
0,ShadowClone,
0,ManniMana,
,,
HERO WEAPON LEVELS, (LEVEL NAME),
3,Maya Muerta the Watcher,
5,Zato the Blind Staff Master,
3,Sophia: Champion of Swords,
4,Lance: Knight of Cobalt Steel,
3,Pingo of the Tori,
3,Rosabella Bonnie Archer,
7,Gulbrand the Destroyer,
5,Captain Davey Cannon,
8,Rhys Mage of Order Evetga,
5,Kronus: Bringer of Judgement,
3,Cosette: Jewel of House Sabre,
3,Kiki the Dragon Rider,
3,Maddie: Shadow Thief,
3,Beany Sprout the 1st,
3,Sawyer the Wild Gunslinger,
4,Lil\' Ursa,
6,Saje the Garden Keeper,
3,Wally Wat the Magician,
6,Jayce the Ruthless Cutter,
4,The Great Pharaoh,
3,Boomoh Doctor,
4,Dex-1000,
4,The Great Madame Cass,
5,Lala Quickshot,
3,Aya the Lightning Violet,
4,Lady Lucy the Night Caster,
6,Jazz Rockerfellow,
4,Maple the Autumn Guardian,
6,Kin the Puffy Beast,
5,Princess Titania of Fay,
4,Miki the Graceful Dancer,
3,Mina the Priestess of Light,
5,Yzafa the Fearsome Bandit,
4,Zolom Blaster: Space Hunter,
3,Finn the Funny Guard,
3,Nohni the Spearit,
5,Damon of the Darkness,
,,
