    GENERAL INPUT VALUES, (VALUE NAME NOTES),
444,ClanLevel,
1,StartStage,
5000,StageCap,(Max=5500)
9000,HeroLevelCap,
        20,TapsPerSec,(Max=20)
        50,ClanSize,
    ,,
    ACTIVE SKILL LEVELS, (LEVEL NAME ACTIVATED),
15,HeavenlyStrike,
15,CriticalStrike,1
15,HandOfMidas,1
15,FireSword,
15,WarCry,1
15,ShadowClone,
    ,,
    EQUIPMENT MULTIPLIERS, (MULTIPLIER TYPE EQUIPPED),
0,AllDamage, 
780,AllHeroDamage,1
0,CritDamage,
356,MeleeDamage,1
0,SpellDamage,
0,RangedDamage,
37,AllGold,1
0,ChestGold,
0,CritChance,1
0.35,TitanHP,
0,ChestChance,
224,PetDamage,1
0,TapDamage,
    ,,
    PET LEVELS, (LEVEL NAME ACTIVE),
69,Nova,
79,Toto,
104,Cerberus,
68,Mousy,
63,Harker,
86,Bubbles,
76,Demos,
72,Tempest,
55,Basky,1
72,Scraps,
58,Zero,
87,Polly,
69,Hamy,
83,Phobos,
90,Fluffers,  
70,Kit,  
    ,,
    ARTIFACT LEVELS, (LEVEL NAME),
150,Heroic Shield,
0,Stone of the Valrunes,
0,Axe of Muerte,
20,Invader's Shield,
0,Elixir of Eden,
150,Parchment of Foresight,
150,Laborer's Pendant,
147,Bringer of Ragnarok,
100,Titan's Mask,
30,Swamp Gauntlet,
30,Forbidden Scroll,
30,Aegis,
30,Ring of Fealty,
30,Glacial Axe,
10,Egg of Fortune,
100,Chest of Contentment,
100,Book of Prophecy,
20,Divine Chalice,
127,Book of Shadows,
25,Staff of Radiance,
100,Hero's Blade,
0,Helmet of Madness,
100,Lethe Water,
100,Amethyst Staff,
101,Heavenly Sword,
100,Drunken Hammer,
100,Divine Retribution,
101,Fruit of Eden,
100,The Sword of Storms,
106,Charm of the Ancient,
100,Blade of Damocles,
100,Furies Bow,
20,Infinity Pendulum,
40,The Arcana Cloak,
40,Hunter's Ointment,
30,Glove of Kuma,
0,Oak Staff,
40,Titan Spear,
    ,,
    SKILL TREE LEVELS, (LEVEL NAME),
1,Pet:LightningBurst, 
3,Pet:FlashZip,
1,Pet:HOM,
0,UltraHeroes,
0,MightyPower,
0,FairyLand,
0,Time Distortion,
0,Summon Help,
0,Unused,
0,Unused,
1,OfflineGold,
9,Melee:StrongerArms,
2,Spell:HyperMagic,
0,Ranged:PinPointAccuracy,
9,PetEvolution,
12,IntimidatingPresence,
3,Splash:ExtendedReach,
0,SilentMarch,
0,TitanFamily,
0,Pet:Stealth,
0,Unused,
0,MagicFusion,
0,FlameTouch,
0,ManaRegen:MagicWell,
0,ManaCap:ManaLimitBreak,
0,HeroicMight,
0,MidasUltimate,
0,ManaSiphon,
0,LightningStrike,
0,ShadowClone,
0,ManniMana,
    ,,
    HERO WEAPON LEVELS, (LEVEL NAME),
10,Maya Muerta the Watcher,
12,Zato the Blind Staff Master,
6,Sophia: Champion of Swords,
6,Lance: Knight of Cobalt Steel,
10,Pingo of the Tori,
6,Rosabella Bonnie Archer,
7,Gulbrand the Destroyer,
8,Captain Davey Cannon,
9,Rhys Mage of Order Evetga,
7,Kronus: Bringer of Judgement,
6,Cosette: Jewel of House Sabre,
6,Kiki the Dragon Rider,
7,Maddie: Shadow Thief,
6,Beany Sprout the 1st,
13,Sawyer the Wild Gunslinger,
6,Lil\' Ursa,
7,Saje the Garden Keeper,
12,Wally Wat the Magician,
6,Jayce the Ruthless Cutter,
7,The Great Pharaoh,
6,Boomoh Doctor,
6,Dex-1000,
9,The Great Madame Cass,
6,Lala Quickshot,
7,Aya the Lightning Violet,
7,Lady Lucy the Night Caster,
6,Jazz Rockerfellow,
6,Maple the Autumn Guardian,
9,Kin the Puffy Beast,
12,Princess Titania of Fay,
7,Miki the Graceful Dancer,
6,Mina the Priestess of Light,
9,Yzafa the Fearsome Bandit,
8,Zolom Blaster: Space Hunter,
6,Finn the Funny Guard,
8,Nohni the Spearit,
8,Damon of the Darkness,
    ,,
